PeakID (cmd=annotatePeaks.pl ./homer_results/mouse_specific_peaks_conservative/peaks_homer.bed hg38)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
chr4:106827600-106828435:294	chr1	54499670	54499670	+	-1	NA	Intergenic	CpG	-48558	NM_147161	26027		NM_015547	ENSG00000162390	ACOT11	BFIT|STARD14|THEA|THEM1	acyl-CoA thioesterase 11	protein-coding
chr9:120582249-120583094:112	chr3	40532504	40532504	+	-1	NA	exon (NM_198484, exon 5 of 5)	exon (NM_198484, exon 5 of 5)	7544	NM_001098414	285268		NM_198484	ENSG00000172888	ZNF621	-	zinc finger protein 621	protein-coding
chr8:125285999-125286858:758	chr1	232111268	232111268	+	-1	NA	Intergenic	Intergenic	185434	NR_126441	104472714		NR_126441	ENSG00000226758	DISC1-IT1	-	DISC1 intronic transcript 1	ncRNA
chr9:73068198-73068658:203	chr15	55246889	55246889	+	-1	NA	intron (NM_183234, intron 1 of 6)	intron (NM_183234, intron 1 of 6)	23397	NM_183234	5873		NM_004580	ENSG00000069974	RAB27A	GS2|HsT18676|RAB27|RAM	RAB27A, member RAS oncogene family	protein-coding
chr1:151250552-151251345:407	chr1	185415741	185415741	+	-1	NA	Intergenic	MLT1H|LTR|ERVL-MaLR	-80702	NR_038424	100288079		NR_038424	ENSG00000293113	GS1-279B7.1	-	microtubule associated protein 1 light chain 3 beta pseudogene	pseudo
chr6:115382750-115383269:194	chr3	12311677	12311677	+	-1	NA	intron (NM_001374264, intron 1 of 7)	intron (NM_001374264, intron 1 of 7)	9702	NM_001374264	5468		NM_005037	ENSG00000132170	PPARG	CIMT1|GLM1|NR1C3|PPARG1|PPARG2|PPARG5|PPARgamma	peroxisome proliferator activated receptor gamma	protein-coding
chr17:86256511-86257229:234	chr2	45743542	45743542	+	-1	NA	intron (NM_005400, intron 1 of 14)	intron (NM_005400, intron 1 of 14)	91867	NM_005400	5581		NM_005400	ENSG00000171132	PRKCE	PKCE|nPKC-epsilon	protein kinase C epsilon	protein-coding
chr3:37473177-37473438:138	chr4	123128094	123128094	+	-1	NA	intron (NM_001345856, intron 14 of 15)	intron (NM_001345856, intron 14 of 15)	205016	NM_001317799	166378		NM_145207	ENSG00000145375	AFG2A	AFG2|EHLMRS|NEDHSB|SPAF|SPATA5	AFG2 AAA ATPase homolog A	protein-coding
chr6:99452638-99453110:227	chr3	71512211	71512211	+	-1	NA	intron (NM_001012505, intron 2 of 6)	intron (NM_001012505, intron 2 of 6)	29878	NR_031697	100302112		NR_031697	ENSG00000221264	MIR1284	MIRN1284|hsa-mir-1284|mir-1284	microRNA 1284	ncRNA
chr12:15800215-15800661:174	chr2	12732945	12732945	+	-1	NA	intron (NM_021643, intron 2 of 2)	intron (NM_021643, intron 2 of 2)	-4422	NR_036072	100422986		NR_036072	ENSG00000264370	MIR3125	mir-3125	microRNA 3125	ncRNA
chr18:31933413-31933772:161	chr2	127672604	127672604	+	-1	NA	intron (NM_001161404, intron 1 of 9)	intron (NM_001161404, intron 1 of 9)	2926	NM_001161403	55679		NM_017980	ENSG00000072163	LIMS2	LGMD2W|MDRCMTT|PINCH-2|PINCH2	LIM zinc finger domain containing 2	protein-coding
chr5:43861150-43861492:167	chr4	15769509	15769509	+	-1	NA	Intergenic	Intergenic	-8819	NM_001775	952		NM_001775	ENSG00000004468	CD38	ADPRC 1|ADPRC1|cADPR1	CD38 molecule	protein-coding
chr17:83808013-83808266:147	chr2	42725702	42725702	+	-1	NA	intron (NM_001282755, intron 17 of 17)	LTR50|LTR|ERVL	38559	NM_148962	165140		NM_148962	ENSG00000162881	OXER1	GPCR|GPR170|TG1019	oxoeicosanoid receptor 1	protein-coding
chr4:105423688-105424402:492	chr1	56291479	56291479	+	-1	NA	Intergenic	Intergenic	-123484	NR_147163	105378744		NR_147163	ENSG00000223956	LINC01767	CRLM1	long intergenic non-protein coding RNA 1767	ncRNA
chr18:75829256-75829877:448	chr18	48399868	48399868	+	-1	NA	intron (NM_001371287, intron 1 of 5)	intron (NM_001371287, intron 1 of 5)	9515	NM_001371284	201501		NM_001039360	ENSG00000184828	ZBTB7C	APM-1|APM1|ZBTB36|ZNF857C	zinc finger and BTB domain containing 7C	protein-coding
chr4:129572252-129573195:510	chr1	32252214	32252214	+	-1	NA	intron (NM_005356, intron 1 of 12)	intron (NM_005356, intron 1 of 12)	949	NM_005356	3932		NM_005356	ENSG00000182866	LCK	IMD22|LSK|YT16|p56lck|pp58lck	LCK proto-oncogene, Src family tyrosine kinase	protein-coding
chr3:142353206-142353551:167	chr4	94523187	94523187	+	-1	NA	intron (NM_001256428, intron 2 of 11)	intron (NM_001256428, intron 2 of 11)	71245	NM_001256429	10611		NM_006457	ENSG00000163110	PDLIM5	ENH|ENH1|L9|LIM	PDZ and LIM domain 5	protein-coding
chr2:77341975-77342321:151	chr2	179340851	179340851	+	-1	NA	Intergenic	MER5A1|DNA|hAT-Charlie	-76019	NM_178123	91404		NM_178123	ENSG00000187231	SESTD1	SOLO	SEC14 and spectrin domain containing 1	protein-coding
chr11:35297332-35298100:235	chr5	169117339	169117339	+	-1	NA	intron (NM_003062, intron 4 of 35)	intron (NM_003062, intron 4 of 35)	104112	NR_109897	728095		NR_109897		SLIT3-AS1	-	SLIT3 antisense RNA 1	ncRNA
chr1:135659412-135660094:236	chr1	201571022	201571022	+	-1	NA	Intergenic	Intergenic	51118	NR_026667	376693		NR_026667		RPS10P7	RPS10_2_147|lnc-MCEI	ribosomal protein S10 pseudogene 7	pseudo
chr8:120806993-120807468:157	chr16	86029676	86029676	+	-1	NA	Intergenic	Intergenic	111329	NR_106832	102466732		NR_106832	ENSG00000274134	MIR6774	hsa-mir-6774	microRNA 6774	ncRNA
chrX:19236920-19238261:620	chrX	45851218	45851218	+	-1	NA	intron (NR_125365, intron 1 of 2)	CpG	272	NR_125365	401585		NR_125365		LINC02595	-	long intergenic non-protein coding RNA 2595	ncRNA
chr3:9466396-9466628:111	chr8	80683117	80683117	+	-1	NA	intron (NM_001367783, intron 4 of 8)	intron (NM_001367783, intron 4 of 8)	191351	NM_001367783	619279		NM_032651	ENSG00000164684	ZNF704	Gig1	zinc finger protein 704	protein-coding
chr13:5614028-5614644:292	chr10	4025121	4025121	+	-1	NA	Intergenic	Intergenic	-26605	NR_120632								
chr5:116389845-116390836:698	chr12	119211679	119211679	+	-1	NA	Intergenic	MIR|SINE|MIR	32748	NM_014365	26353		NM_014365	ENSG00000152137	HSPB8	CMT2L|DHMN2|E2IG1|H11|HMN2|HMN2A|HMND2|HSP22|HSPB8-N1|HSPB8-N2	heat shock protein family B (small) member 8	protein-coding
chr4:145026374-145026901:134	chr1	12449153	12449153	+	-1	NA	intron (NM_018156, intron 64 of 68)	intron (NM_018156, intron 64 of 68)	-58093	NR_003025	677885		NR_003025	ENSG00000239149	SNORA59A	ACA59	small nucleolar RNA, H/ACA box 59A	snoRNA
chr13:44409444-44409899:134	chr6	14817299	14817299	+	-1	NA	Intergenic	Intergenic	-428770	NM_004973	3720		NM_004973	ENSG00000008083	JARID2	DIDDF|JMJ	jumonji and AT-rich interaction domain containing 2	protein-coding
chr9:14730876-14731653:171	chr11	94582284	94582284	+	-1	NA	intron (NM_152431, intron 4 of 19)	intron (NM_152431, intron 4 of 19)	14916	NM_152431	143689		NM_152431	ENSG00000134627	PIWIL4	HIWI2|MIWI2	piwi like RNA-mediated gene silencing 4	protein-coding
chr6:99954730-99955293:179	chr3	72041577	72041577	+	-1	NA	intron (NR_104116, intron 6 of 6)	intron (NR_104116, intron 6 of 6)	58878	NR_104116	285286		NR_104116	ENSG00000241163	LINC00877	-	long intergenic non-protein coding RNA 877	ncRNA
chr12:100538486-100538789:136	chr14	90850679	90850679	+	-1	NA	3' UTR (NM_001322231, exon 16 of 16)	3' UTR (NM_001322231, exon 16 of 16)	-34249	NM_001010854	145567		NM_001010854	ENSG00000165914	TTC7B	TTC7L1|c14_5685	tetratricopeptide repeat domain 7B	protein-coding
chr15:102102515-102103125:428	chr12	53050041	53050041	+	-1	NA	promoter-TSS (NM_170754)	promoter-TSS (NM_170754)	-24	NM_170754	23371		NM_015319	ENSG00000111077	TNS2	C1-TEN|C1TEN|TENC1	tensin 2	protein-coding
chr1:131726480-131727084:249	chr1	205962131	205962131	+	-1	NA	intron (NR_110983, intron 2 of 3)	intron (NR_110983, intron 2 of 3)	4206	NR_110982	103021295		NR_110982		LOC103021295	-	uncharacterized LOC103021295	ncRNA
chr2:136679803-136680243:268	chr20	10173621	10173621	+	-1	NA	intron (NR_040710, intron 2 of 4)	intron (NR_040710, intron 2 of 4)	-45209	NM_001322909	6616		NM_003081	ENSG00000132639	SNAP25	CMS18|RIC-4|RIC4|SEC9|SNAP|SNAP-25|SUP|bA416N4.2|dJ1068F16.2	synaptosome associated protein 25	protein-coding
chr2:6478290-6479395:193	chr10	11409866	11409866	+	-1	NA	Intergenic	Intergenic	-65192	NR_126062	414196		NM_001012713		CELF2-AS1	C10orf31	CELF2 antisense RNA 1	ncRNA
chr13:110537952-110538541:419	chr5	58268439	58268439	+	-1	NA	Intergenic	Intergenic	-146098	NR_104669	101928569		NR_104669	ENSG00000248132	LINC02101	-	long intergenic non-protein coding RNA 2101	ncRNA
chr6:93314546-93315118:267	chr3	65033858	65033858	+	-1	NA	Intergenic	Intergenic	-345858	NM_001318781	56999		NM_020249	ENSG00000163638	ADAMTS9	-	ADAM metallopeptidase with thrombospondin type 1 motif 9	protein-coding
chr6:31606166-31606855:480	chr7	131610202	131610202	+	-1	NA	Intergenic	Intergenic	-53574	NM_001018111	5420		NM_005397	ENSG00000128567	PODXL	Gp200|PC|PCLP|PCLP-1|PDX|PODXL1|gp135	podocalyxin like	protein-coding
chr6:91752645-91753333:282	chr3	14482390	14482390	+	-1	NA	intron (NR_103507, intron 13 of 13)	intron (NR_103507, intron 13 of 13)	57952	NM_001080423	80852		NM_001080423	ENSG00000144596	GRIP2	-	glutamate receptor interacting protein 2	protein-coding
chr13:104518139-104518732:351	chr5	65126378	65126378	+	-1	NA	Intergenic	Intergenic	355542	NM_197941	11174		NM_014273	ENSG00000049192	ADAMTS6	ADAM-TS 6|ADAM-TS6|ADAMTS-6	ADAM metallopeptidase with thrombospondin type 1 motif 6	protein-coding
chr15:7088587-7089402:302	chr5	38597091	38597091	+	-1	NA	intron (NR_103554, intron 2 of 8)	intron (NR_103554, intron 2 of 8)	-1686	NM_002310	3977		NM_002310	ENSG00000113594	LIFR	CD118|LIF-R|SJS2|STWS|SWS	LIF receptor subunit alpha	protein-coding
chr15:57761244-57761640:211	chr8	122862312	122862312	+	-1	NA	intron (NM_014943, intron 1 of 3)	MIRb|SINE|MIR	80657	NM_001362797	22882		NM_014943	ENSG00000178764	ZHX2	AFR1|RAF	zinc fingers and homeoboxes 2	protein-coding
chr13:108297267-108298141:748	chr5	60723834	60723834	+	-1	NA	Intergenic	Intergenic	-23668	NM_001145208	55789		NM_018369	ENSG00000035499	DEPDC1B	BRCC3|XTP1	DEP domain containing 1B	protein-coding
chr11:19964902-19965526:226	chr2	65382262	65382262	+	-1	NA	intron (NM_181784, intron 1 of 5)	intron (NM_181784, intron 1 of 5)	-15484	NM_001128210	200734		NM_181784	ENSG00000198369	SPRED2	NS14|Spred-2	sprouty related EVH1 domain containing 2	protein-coding
chr5:142961540-142962443:205	chr7	5594080	5594080	+	-1	NA	intron (NM_003088, intron 1 of 4)	CpG	1264	NM_003088	6624		NM_003088	ENSG00000075618	FSCN1	FAN1|HSN|SNL|p55	fascin actin-bundling protein 1	protein-coding
chr2:119377140-119377621:348	chr15	40983003	40983003	+	-1	NA	exon (NM_017553, exon 35 of 36)	exon (NM_017553, exon 35 of 36)	29532	NM_001142776	79094		NM_024111	ENSG00000128965	CHAC1	-	ChaC glutathione specific gamma-glutamylcyclotransferase 1	protein-coding
chr16:92018985-92019804:651	chr21	34023241	34023241	+	-1	NA	Intergenic	Intergenic	46859	NR_134561	101928126		NR_134561		LOC101928126	-	uncharacterized LOC101928126	ncRNA
chr6:5255650-5256575:630	chr7	95396403	95396403	+	-1	NA	promoter-TSS (NM_000940)	promoter-TSS (NM_000940)	-28	NM_000940	5446		NM_000940	ENSG00000105852	PON3	-	paraoxonase 3	protein-coding
chr18:69660383-69660842:323	chr18	55251533	55251533	+	-1	NA	intron (NM_001369569, intron 15 of 19)	intron (NM_001369569, intron 15 of 19)	51127	NM_001348216	6925		NM_003199	ENSG00000196628	TCF4	CDG2T|E2-2|FCD2|FECD3|ITF-2|ITF2|PTHS|SEF-2|SEF2|SEF2-1|SEF2-1A|SEF2-1B|SEF2-1D|TCF-4|bHLHb19	transcription factor 4	protein-coding
chr15:27783502-27784638:320	chr5	14445953	14445953	+	-1	NA	intron (NR_134469, intron 34 of 56)	intron (NR_134469, intron 34 of 56)	-18030	NR_145815	109623458		NR_145815		SNORD170	-	small nucleolar RNA, C/D box 170	snoRNA
chr8:68953923-68954391:353	chr8	20033550	20033550	+	-1	NA	Intergenic	Intergenic	94297	NM_000237	4023		NM_000237	ENSG00000175445	LPL	HDLCQ11|LIPD	lipoprotein lipase	protein-coding
chr11:88613648-88614277:285	chr17	57373887	57373887	+	-1	NA	intron (NM_170721, intron 4 of 9)	intron (NM_170721, intron 4 of 9)	116868	NM_170721	124540		NM_138962	ENSG00000153944	MSI2	MSI2H	musashi RNA binding protein 2	protein-coding
chr6:120145270-120145827:336	chr12	624143	624143	+	-1	NA	intron (NM_016533, intron 1 of 3)	intron (NM_016533, intron 1 of 3)	-6748	NR_122124	100049716		NR_122124	ENSG00000177406	NINJ2-AS1	-	NINJ2 antisense RNA 1	ncRNA
chr1:127380792-127381261:178	chr2	134334702	134334702	+	-1	NA	intron (NM_001371457, intron 5 of 16)	intron (NM_001371457, intron 5 of 16)	80630	NM_002410	4249		NM_002410	ENSG00000152127	MGAT5	GNT-V|GNT-VA|MGAT5A|glcNAc-T V	alpha-1,6-mannosylglycoprotein 6-beta-N-acetylglucosaminyltransferase	protein-coding
chr11:8781294-8781772:185	chr7	47720112	47720112	+	-1	NA	Intergenic	Intergenic	-41364	NR_038407	84847		NM_032761	ENSG00000146666	LINC00525	-	long intergenic non-protein coding RNA 525	ncRNA
chr12:99789437-99789957:363	chr14	89867514	89867514	+	-1	NA	intron (NM_145231, intron 5 of 5)	intron (NM_145231, intron 5 of 5)	87022	NM_001284268	90141		NM_145231	ENSG00000140025	EFCAB11	C14orf143	EF-hand calcium binding domain 11	protein-coding
chr4:134683031-134683349:148	chr1	25642827	25642827	+	-1	NA	intron (NM_020379, intron 1 of 11)	intron (NM_020379, intron 1 of 11)	26036	NM_001289010	57134		NM_020379	ENSG00000117643	MAN1C1	HMIC|MAN1A3|MAN1C|pp6318	mannosidase alpha class 1C member 1	protein-coding
chr9:60864685-60865023:184	chr15	70674359	70674359	+	-1	NA	intron (NM_001008224, intron 13 of 18)	L1ME4a|LINE|L1	27923	NM_001008224	55075		NM_018003	ENSG00000137831	UACA	NUCLING	uveal autoantigen with coiled-coil domains and ankyrin repeats	protein-coding
chr18:60648830-60649436:347	chr5	150600233	150600233	+	-1	NA	promoter-TSS (NM_001166208)	promoter-TSS (NM_001166208)	-843	NM_001166208	11346		NM_007286	ENSG00000171992	SYNPO	SYNPO1	synaptopodin	protein-coding
chr17:9948990-9949633:430	chr6	163876691	163876691	+	-1	NA	Intergenic	L2a|LINE|L2	-205207	NR_134620	102724152		NR_134620		LOC102724152	-	uncharacterized LOC102724152	ncRNA
chr16:90676744-90677640:416	chr21	32212181	32212181	+	-1	NA	Intergenic	Intergenic	66868	NM_018944	54069		NM_018944	ENSG00000159055	MIS18A	B28|C21orf45|C21orf46|FASP1|MIS18alpha|hMis18alpha	MIS18 kinetochore protein A	protein-coding
chr15:101977159-101977756:396	chr12	52874399	52874399	+	-1	NA	Intergenic	CpG	24585	NR_162090	113218482		NR_162090		MIR9898	-	microRNA 9898	ncRNA
chr10:75438490-75438830:147	chr22	24524197	24524197	+	-1	NA	intron (NM_016327, intron 9 of 9)	MIR3|SINE|MIR	28865	NM_016327	51733		NM_016327	ENSG00000100024	UPB1	BUP1	beta-ureidopropionase 1	protein-coding
chr4:138734130-138734434:141	chr1	20175140	20175140	+	-1	NA	exon (NM_001316722, exon 3 of 6)	exon (NM_001316722, exon 3 of 6)	-10956	NM_152376	127733		NM_152376	ENSG00000162543	UBXN10	UBXD3	UBX domain protein 10	protein-coding
chr7:81881605-81881920:132	chr15	83134918	83134918	+	-1	NA	3' UTR (NM_016073, exon 6 of 6)	3' UTR (NM_016073, exon 6 of 6)	27273	NM_023003	53346		NM_023003	ENSG00000136404	TM6SF1	-	transmembrane 6 superfamily member 1	protein-coding
chr5:111138913-111139598:122	chr22	28247449	28247449	+	-1	NA	intron (NM_001145418, intron 5 of 22)	intron (NM_001145418, intron 5 of 22)	-212420	NR_106713	102466081		NR_106713	ENSG00000276162	MIR5739	hsa-mir-5739	microRNA 5739	ncRNA
chr2:71779272-71779899:522	chr2	172420629	172420629	+	-1	NA	Intergenic	Intergenic	-6707	NM_001316306	3655		NM_000210	ENSG00000091409	ITGA6	CD49f|ITGA6A|ITGA6B|JEB6|VLA-6	integrin subunit alpha 6	protein-coding
chr2:84295121-84295558:190	chr2	187302846	187302846	+	-1	NA	Intergenic	Intergenic	145406	NM_001369435	10203		NM_005795	ENSG00000064989	CALCRL	CGRPR|CRLR|LMPHM8	calcitonin receptor like receptor	protein-coding
chr15:80342935-80343447:198	chr22	39628692	39628692	+	-1	NA	intron (NM_001003406, intron 4 of 35)	intron (NM_001003406, intron 4 of 35)	57939	NM_021096	8911		NM_021096	ENSG00000100346	CACNA1I	Cav3.3|NEDSIS|ca(v)3.3	calcium voltage-gated channel subunit alpha1 I	protein-coding
chr3:149262149-149262976:650	chr1	81493349	81493349	+	-1	NA	intron (NM_001366003, intron 3 of 27)	intron (NM_001366003, intron 3 of 27)	64353	NR_125943	101927434		NR_125943	ENSG00000234953	LOC101927434	-	uncharacterized LOC101927434	ncRNA
chr12:80229864-80230447:326	chr14	68952329	68952329	+	-1	NA	intron (NM_001130004, intron 1 of 21)	intron (NM_001130004, intron 1 of 21)	26973	NM_001102	87		NM_001102	ENSG00000072110	ACTN1	BDPLT15	actinin alpha 1	protein-coding
chr6:125512912-125513286:168	chr12	6180529	6180529	+	-1	NA	Intergenic	Intergenic	-19417	NM_001330312	928		NM_001769	ENSG00000010278	CD9	BTCC-1|DRAP-27|MIC3|MRP-1|TSPAN-29|TSPAN29	CD9 molecule	protein-coding
chr15:27246305-27246932:232	chr5	15093116	15093116	+	-1	NA	Intergenic	Intergenic	173444	NR_109944	101929454		NR_109944		LINC02149	-	long intergenic non-protein coding RNA 2149	ncRNA
chr4:127278088-127278998:257	chr1	34836291	34836291	+	-1	NA	Intergenic	Intergenic	22754	NM_001164824	113444		NM_138428	ENSG00000163866	SMIM12	C1orf212	small integral membrane protein 12	protein-coding
chr4:137373766-137374249:163	chr1	22031575	22031575	+	-1	NA	TTS (NR_023918)	TTS (NR_023918)	-5527	NR_110692	101928043		NR_110692	ENSG00000228397	LINC01635	-	long intergenic non-protein coding RNA 1635	ncRNA
chr3:126667416-126667838:185	chr4	113676203	113676203	+	-1	NA	intron (NM_172129, intron 2 of 17)	L2b|LINE|L2	85535	NM_001321567	817		NM_001221	ENSG00000145349	CAMK2D	CAMKD	calcium/calmodulin dependent protein kinase II delta	protein-coding
chr4:141609597-141609878:138	chr1	15749774	15749774	+	-1	NA	non-coding (NR_149050, exon 1 of 2)	non-coding (NR_149050, exon 1 of 2)	116	NR_149050	110806303		NR_149050	ENSG00000224459	SLC25A34-AS1	-	SLC25A34 and TMEM82 antisense RNA 1	ncRNA
chr5:24291923-24292636:128	chr7	150923178	150923178	+	-1	NA	Intergenic	Intergenic	32626	NM_001204798	3757		NM_000238	ENSG00000055118	KCNH2	ERG-1|ERG1|H-ERG|HERG|HERG1|Kv11.1|LQT2|SQT1	potassium voltage-gated channel subfamily H member 2	protein-coding
chr15:75804794-75805219:307	chr8	143502338	143502338	+	-1	NA	intron (NM_015117, intron 4 of 11)	intron (NM_015117, intron 4 of 11)	3910	NR_145785	109623485		NR_145785		SNORD149	-	small nucleolar RNA, C/D box 149	snoRNA
chr14:79277956-79278372:259	chr13	41495232	41495232	+	-1	NA	Intergenic	Intergenic	37682	NM_014059	28984		NM_014059	ENSG00000102760	RGCC	C13orf15|RGC-32|RGC32|bA157L14.2	regulator of cell cycle	protein-coding
chr18:82902446-82902865:258	chr18	76503762	76503762	+	-1	NA	Intergenic	Intergenic	8423	NR_164145	400658		NM_207460	ENSG00000275763	ZNF516-DT	C18orf65	ZNF516 divergent transcript	ncRNA
chr16:58496892-58497156:126	chr3	98765950	98765950	+	-1	NA	intron (NM_001323368, intron 1 of 9)	intron (NM_001323368, intron 1 of 9)	2643	NM_001323368	10402		NM_006100	ENSG00000064225	ST3GAL6	SIAT10|ST3GALVI	ST3 beta-galactoside alpha-2,3-sialyltransferase 6	protein-coding
chr14:61309618-61309988:165	chr13	49628460	49628460	+	-1	NA	promoter-TSS (NM_138450)	promoter-TSS (NM_138450)	-47	NM_138450	115761		NM_138450	ENSG00000152213	ARL11	ARLTS1	ADP ribosylation factor like GTPase 11	protein-coding
chr11:86099300-86099656:181	chr17	61730410	61730410	+	-1	NA	intron (NM_032043, intron 16 of 19)	intron (NM_032043, intron 16 of 19)	133118	NM_032043	83990		NM_032043	ENSG00000136492	BRIP1	BACH1|FANCJ|OF	BRCA1 interacting helicase 1	protein-coding
chr6:53801374-53802346:83	chr7	28937549	28937549	+	-1	NA	Intergenic	LTR84b|LTR|ERVL	20781	NM_014817	9865		NM_014817	ENSG00000255690	TRIL	-	TLR4 interactor with leucine rich repeats	protein-coding
chr15:88839203-88840503:1138	chr22	49938185	49938185	+	-1	NA	Intergenic	Intergenic	19551	NM_024324	79174		NM_024324	ENSG00000184164	CRELD2	-	cysteine rich with EGF like domains 2	protein-coding
chr8:124182138-124182779:302	chr1	229985810	229985810	+	-1	NA	Intergenic	Intergenic	-16907	NR_135116	101927532		NR_135116	ENSG00000228058	LINC01736	-	long intergenic non-protein coding RNA 1736	ncRNA
chr10:61381730-61382151:228	chr10	70480442	70480442	+	-1	NA	intron (NM_014431, intron 1 of 19)	intron (NM_014431, intron 1 of 19)	1675	NM_014431	27143		NM_014431	ENSG00000107719	PALD1	KIAA1274|PALD	phosphatase domain containing paladin 1	protein-coding
chr9:46479961-46480752:612	chr11	116536219	116536219	+	-1	NA	Intergenic	Intergenic	-103203	NR_135069	101929011		NR_135069	ENSG00000237937	LINC02702	LASER	long intergenic non-protein coding RNA 2702	ncRNA
chr14:25401505-25402391:789	chr10	79001818	79001818	+	-1	NA	intron (NR_015429, intron 3 of 7)	intron (NR_015429, intron 3 of 7)	65630	NR_015429	283050		NR_015429	ENSG00000224596	ZMIZ1-AS1	-	ZMIZ1 antisense RNA 1	ncRNA
chr1:152677473-152678179:553	chr1	183739949	183739949	+	-1	NA	intron (NM_001297669, intron 2 of 18)	intron (NM_001297669, intron 2 of 18)	-65171	NM_001297672	23179		NM_015149	ENSG00000143344	RGL1	RGL	ral guanine nucleotide dissociation stimulator like 1	protein-coding
chr2:124602145-124602739:136	chr15	47708820	47708820	+	-1	NA	intron (NM_001198999, intron 4 of 19)	MIRc|SINE|MIR	-8685	NM_001358351	80031		NM_020858	ENSG00000137872	SEMA6D	-	semaphorin 6D	protein-coding
chr17:84145837-84146243:251	chr2	43174643	43174643	+	-1	NA	Intergenic	Intergenic	51963	NM_006887	678		NM_006887	ENSG00000152518	ZFP36L2	BRF2|ERF-2|ERF2|OOMD13|OZEMA13|RNF162C|TIS11D	ZFP36 ring finger protein like 2	protein-coding
chr17:10366757-10367547:480	chr6	163359419	163359419	+	-1	NA	Intergenic	Intergenic	-12386	NR_033862	401282		NR_033862	ENSG00000285564	DKFZp451B082	-	uncharacterized LOC401282	ncRNA
chr3:30354064-30354743:218	chr3	169510524	169510524	+	-1	NA	intron (NM_004991, intron 1 of 16)	intron (NM_004991, intron 1 of 16)	62657	NR_134932	105374205		NR_134932	ENSG00000241479	MECOM-AS1	-	MECOM antisense RNA 1	ncRNA
